,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
17191,17192,Williamson_ether_synthesis,17630,"{16258, 17629}",COc1ccc(NC(=O)C(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1ccc(NC(=O)C(C)C#N)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128770>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb04e2c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb04e270>}",O=C(CCl)N1CCOCC1.COc1ccc(NC(=O)C(C)C#N)cc1O>>COc1ccc(NC(=O)C(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'COc1ccc(NC(=O)C(C)C#N)cc1OCC(=O)N1CCOCC1', 'COc1ccc(NC(=O)C(C)C#N)cc1O'}"
17194,17195,Amidation,17633,"{17602, 119}",COc1cc(NC(=O)C(C)C#N)ccc1O,"{'CC(C#N)C(=O)O', 'COc1cc(N)ccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128860>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb04e4a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb04e450>}",CC(C#N)C(=O)O.COc1cc(N)ccc1O>>COc1cc(NC(=O)C(C)C#N)ccc1O,"{'COc1cc(NC(=O)C(C)C#N)ccc1O', 'CC(C#N)C(=O)O', 'COc1cc(N)ccc1O'}"
17195,17196,Williamson_ether_synthesis,17634,"{17633, 16258}",COc1cc(NC(=O)C(C)C#N)ccc1OCC(=O)N1CCOCC1,"{'COc1cc(NC(=O)C(C)C#N)ccc1O', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f1288b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb04e540>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb04e4f0>}",COc1cc(NC(=O)C(C)C#N)ccc1O.O=C(CCl)N1CCOCC1>>COc1cc(NC(=O)C(C)C#N)ccc1OCC(=O)N1CCOCC1,"{'COc1cc(NC(=O)C(C)C#N)ccc1O', 'O=C(CCl)N1CCOCC1', 'COc1cc(NC(=O)C(C)C#N)ccc1OCC(=O)N1CCOCC1'}"
17208,17209,Amidation,17648,"{208, 17488}",CCC(C#N)C(=O)Nc1cc(O)ccc1C,"{'CCC(C#N)C(=O)O', 'Cc1ccc(O)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128cc0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb04ed10>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb04ed60>}",CCC(C#N)C(=O)O.Cc1ccc(O)cc1N>>CCC(C#N)C(=O)Nc1cc(O)ccc1C,"{'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cc(O)ccc1C', 'Cc1ccc(O)cc1N'}"
17209,17210,Williamson_ether_synthesis,17649,"{17648, 16258}",CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128d10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edb04ee00>, <rdkit.Chem.rdchem.Mol object at 0x7f6edb04edb0>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1cc(O)ccc1C>>CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1C', 'CCC(C#N)C(=O)Nc1cc(O)ccc1C'}"
17214,17215,Amidation,17654,"{208, 17491}",CCC(C#N)C(=O)Nc1ccc(C)c(O)c1,"{'Cc1ccc(N)cc1O', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128ea0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd4180>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd4130>}",Cc1ccc(N)cc1O.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1ccc(C)c(O)c1,"{'Cc1ccc(N)cc1O', 'CCC(C#N)C(=O)Nc1ccc(C)c(O)c1', 'CCC(C#N)C(=O)O'}"
17215,17216,Williamson_ether_synthesis,17655,"{16258, 17654}",CCC(C#N)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(C)c(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128ef0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd4220>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd41d0>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1ccc(C)c(O)c1>>CCC(C#N)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1ccc(C)c(O)c1', 'CCC(C#N)C(=O)Nc1ccc(C)c(OCC(=O)N2CCOCC2)c1'}"
17216,17217,Amidation,17656,"{17491, 222}",Cc1ccc(NC(=O)C(C)(C)C#N)cc1O,"{'Cc1ccc(N)cc1O', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128f40>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd42c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd4270>}",Cc1ccc(N)cc1O.CC(C)(C#N)C(=O)O>>Cc1ccc(NC(=O)C(C)(C)C#N)cc1O,"{'Cc1ccc(N)cc1O', 'Cc1ccc(NC(=O)C(C)(C)C#N)cc1O', 'CC(C)(C#N)C(=O)O'}"
17217,17218,Williamson_ether_synthesis,17657,"{17656, 16258}",Cc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(NC(=O)C(C)(C)C#N)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f128f90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd4310>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd4360>}",O=C(CCl)N1CCOCC1.Cc1ccc(NC(=O)C(C)(C)C#N)cc1O>>Cc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(NC(=O)C(C)(C)C#N)cc1O', 'Cc1ccc(NC(=O)C(C)(C)C#N)cc1OCC(=O)N1CCOCC1'}"
17224,17225,Amidation,17664,"{17488, 222}",Cc1ccc(O)cc1NC(=O)C(C)(C)C#N,"{'CC(C)(C#N)C(=O)O', 'Cc1ccc(O)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12c220>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd47c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd4770>}",CC(C)(C#N)C(=O)O.Cc1ccc(O)cc1N>>Cc1ccc(O)cc1NC(=O)C(C)(C)C#N,"{'Cc1ccc(O)cc1NC(=O)C(C)(C)C#N', 'CC(C)(C#N)C(=O)O', 'Cc1ccc(O)cc1N'}"
17225,17226,Williamson_ether_synthesis,17665,"{17664, 16258}",Cc1ccc(OCC(=O)N2CCOCC2)cc1NC(=O)C(C)(C)C#N,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(O)cc1NC(=O)C(C)(C)C#N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12c270>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafd4810>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafd4860>}",O=C(CCl)N1CCOCC1.Cc1ccc(O)cc1NC(=O)C(C)(C)C#N>>Cc1ccc(OCC(=O)N2CCOCC2)cc1NC(=O)C(C)(C)C#N,"{'O=C(CCl)N1CCOCC1', 'Cc1ccc(O)cc1NC(=O)C(C)(C)C#N', 'Cc1ccc(OCC(=O)N2CCOCC2)cc1NC(=O)C(C)(C)C#N'}"
17251,17252,Amidation,17691,"{17480, 222}",CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1,"{'Nc1cc(O)cc(O)c1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12ca90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdc900>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdc8b0>}",Nc1cc(O)cc(O)c1.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1,"{'CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1', 'Nc1cc(O)cc(O)c1', 'CC(C)(C#N)C(=O)O'}"
17252,17253,Williamson_ether_synthesis,17692,"{16258, 17691}",CC(C)(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cae0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdc9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdc950>}",CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1.O=C(CCl)N1CCOCC1>>CC(C)(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'CC(C)(C#N)C(=O)Nc1cc(O)cc(O)c1', 'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1'}"
17253,17254,Amidation,17693,"{208, 17480}",CCC(C#N)C(=O)Nc1cc(O)cc(O)c1,"{'Nc1cc(O)cc(O)c1', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cb30>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdca40>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdc9f0>}",Nc1cc(O)cc(O)c1.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1cc(O)cc(O)c1,"{'Nc1cc(O)cc(O)c1', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cc(O)cc(O)c1'}"
17254,17255,Williamson_ether_synthesis,17694,"{16258, 17693}",CCC(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)cc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cb80>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdca90>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdcae0>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1cc(O)cc(O)c1>>CCC(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)cc(OCC(=O)N2CCOCC2)c1', 'CCC(C#N)C(=O)Nc1cc(O)cc(O)c1'}"
17259,17260,Amidation,17699,"{208, 17513}",CCC(C#N)C(=O)Nc1cc(O)ccc1F,"{'Nc1cc(O)ccc1F', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cd10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdce00>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdcdb0>}",Nc1cc(O)ccc1F.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1cc(O)ccc1F,"{'Nc1cc(O)ccc1F', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cc(O)ccc1F'}"
17260,17261,Williamson_ether_synthesis,17700,"{16258, 17699}",CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(O)ccc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cd60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafdcea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafdce50>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1cc(O)ccc1F>>CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F', 'CCC(C#N)C(=O)Nc1cc(O)ccc1F'}"
17265,17266,Amidation,17706,"{17513, 222}",CC(C)(C#N)C(=O)Nc1cc(O)ccc1F,"{'Nc1cc(O)ccc1F', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cef0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe2220>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe21d0>}",Nc1cc(O)ccc1F.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cc(O)ccc1F,"{'Nc1cc(O)ccc1F', 'CC(C)(C#N)C(=O)Nc1cc(O)ccc1F', 'CC(C)(C#N)C(=O)O'}"
17266,17267,Williamson_ether_synthesis,17707,"{16258, 17706}",CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cc(O)ccc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f12cf40>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe22c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe2270>}",O=C(CCl)N1CCOCC1.CC(C)(C#N)C(=O)Nc1cc(O)ccc1F>>CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cc(O)ccc1F', 'CC(C)(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)ccc1F'}"
17293,17294,Amidation,17736,"{208, 17502}",CCC(C#N)C(=O)Nc1c(N)cccc1O,"{'CCC(C#N)C(=O)O', 'Nc1cccc(O)c1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132810>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe7400>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe73b0>}",CCC(C#N)C(=O)O.Nc1cccc(O)c1N>>CCC(C#N)C(=O)Nc1c(N)cccc1O,"{'CCC(C#N)C(=O)Nc1c(N)cccc1O', 'CCC(C#N)C(=O)O', 'Nc1cccc(O)c1N'}"
17294,17295,Williamson_ether_synthesis,17737,"{17736, 16258}",CCC(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1c(N)cccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132860>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe74a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe7450>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1c(N)cccc1O>>CCC(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1', 'CCC(C#N)C(=O)Nc1c(N)cccc1O'}"
17295,17296,Amidation,17738,"{208, 17502}",CCC(C#N)C(=O)Nc1cccc(O)c1N,"{'CCC(C#N)C(=O)O', 'Nc1cccc(O)c1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f1328b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe7540>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe74f0>}",CCC(C#N)C(=O)O.Nc1cccc(O)c1N>>CCC(C#N)C(=O)Nc1cccc(O)c1N,"{'CCC(C#N)C(=O)O', 'Nc1cccc(O)c1N', 'CCC(C#N)C(=O)Nc1cccc(O)c1N'}"
17296,17297,Williamson_ether_synthesis,17739,"{16258, 17738}",CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cccc(O)c1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132900>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe7590>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe75e0>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)Nc1cccc(O)c1N>>CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N', 'CCC(C#N)C(=O)Nc1cccc(O)c1N'}"
17301,17302,Amidation,17744,"{222, 17502}",CC(C)(C#N)C(=O)Nc1c(N)cccc1O,"{'Nc1cccc(O)c1N', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132a90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe7900>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe78b0>}",Nc1cccc(O)c1N.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1c(N)cccc1O,"{'Nc1cccc(O)c1N', 'CC(C)(C#N)C(=O)O', 'CC(C)(C#N)C(=O)Nc1c(N)cccc1O'}"
17302,17303,Williamson_ether_synthesis,17745,"{17744, 16258}",CC(C)(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1c(N)cccc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132ae0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafe79a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafe7950>}",O=C(CCl)N1CCOCC1.CC(C)(C#N)C(=O)Nc1c(N)cccc1O>>CC(C)(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1c(N)cccc1O', 'CC(C)(C#N)C(=O)Nc1c(N)cccc1OCC(=O)N1CCOCC1'}"
17317,17318,Amidation,17760,"{17485, 222}",CN(C(=O)C(C)(C)C#N)c1cccc(O)c1,"{'CNc1cccc(O)c1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f132f90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafee310>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafee360>}",CNc1cccc(O)c1.CC(C)(C#N)C(=O)O>>CN(C(=O)C(C)(C)C#N)c1cccc(O)c1,"{'CN(C(=O)C(C)(C)C#N)c1cccc(O)c1', 'CNc1cccc(O)c1', 'CC(C)(C#N)C(=O)O'}"
17318,17319,Williamson_ether_synthesis,17761,"{17760, 16258}",CN(C(=O)C(C)(C)C#N)c1cccc(OCC(=O)N2CCOCC2)c1,"{'CN(C(=O)C(C)(C)C#N)c1cccc(O)c1', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137040>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafee400>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafee3b0>}",CN(C(=O)C(C)(C)C#N)c1cccc(O)c1.O=C(CCl)N1CCOCC1>>CN(C(=O)C(C)(C)C#N)c1cccc(OCC(=O)N2CCOCC2)c1,"{'CN(C(=O)C(C)(C)C#N)c1cccc(O)c1', 'CN(C(=O)C(C)(C)C#N)c1cccc(OCC(=O)N2CCOCC2)c1', 'O=C(CCl)N1CCOCC1'}"
17321,17322,Amidation,17764,"{208, 17485}",CCC(C#N)C(=O)N(C)c1cccc(O)c1,"{'CCC(C#N)C(=O)O', 'CNc1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafee590>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafee5e0>}",CCC(C#N)C(=O)O.CNc1cccc(O)c1>>CCC(C#N)C(=O)N(C)c1cccc(O)c1,"{'CCC(C#N)C(=O)O', 'CNc1cccc(O)c1', 'CCC(C#N)C(=O)N(C)c1cccc(O)c1'}"
17322,17323,Williamson_ether_synthesis,17765,"{16258, 17764}",CCC(C#N)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)N(C)c1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137180>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafee680>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafee630>}",O=C(CCl)N1CCOCC1.CCC(C#N)C(=O)N(C)c1cccc(O)c1>>CCC(C#N)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1,"{'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)N(C)c1cccc(O)c1', 'CCC(C#N)C(=O)N(C)c1cccc(OCC(=O)N2CCOCC2)c1'}"
17333,17334,Amidation,17776,"{222, 17502}",CC(C)(C#N)C(=O)Nc1cccc(O)c1N,"{'Nc1cccc(O)c1N', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f1374f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafeed10>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafeed60>}",Nc1cccc(O)c1N.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cccc(O)c1N,"{'Nc1cccc(O)c1N', 'CC(C)(C#N)C(=O)O', 'CC(C)(C#N)C(=O)Nc1cccc(O)c1N'}"
17334,17335,Williamson_ether_synthesis,17777,"{17776, 16258}",CC(C)(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cccc(O)c1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137540>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edafeee00>, <rdkit.Chem.rdchem.Mol object at 0x7f6edafeedb0>}",O=C(CCl)N1CCOCC1.CC(C)(C#N)C(=O)Nc1cccc(O)c1N>>CC(C)(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N,"{'O=C(CCl)N1CCOCC1', 'CC(C)(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1N', 'CC(C)(C#N)C(=O)Nc1cccc(O)c1N'}"
17359,17360,Amidation,17802,"{119, 17607}",CC(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137d10>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaff6e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaff6db0>}",Nc1cc(O)c(F)cc1F.CC(C#N)C(=O)O>>CC(C#N)C(=O)Nc1cc(O)c(F)cc1F,"{'Nc1cc(O)c(F)cc1F', 'CC(C#N)C(=O)O', 'CC(C#N)C(=O)Nc1cc(O)c(F)cc1F'}"
17360,17361,Williamson_ether_synthesis,17803,"{16258, 17802}",CC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C#N)C(=O)Nc1cc(O)c(F)cc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f137d60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaff6ea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaff6e50>}",O=C(CCl)N1CCOCC1.CC(C#N)C(=O)Nc1cc(O)c(F)cc1F>>CC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F,"{'O=C(CCl)N1CCOCC1', 'CC(C#N)C(=O)Nc1cc(O)c(F)cc1F', 'CC(C#N)C(=O)Nc1cc(OCC(=O)N2CCOCC2)c(F)cc1F'}"
17371,17372,Amidation,17814,"{208, 17521}",CCC(C#N)C(=O)Nc1cccc(O)c1C,"{'Cc1c(N)cccc1O', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f13d130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaffd590>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaffd5e0>}",Cc1c(N)cccc1O.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1cccc(O)c1C,"{'CCC(C#N)C(=O)Nc1cccc(O)c1C', 'Cc1c(N)cccc1O', 'CCC(C#N)C(=O)O'}"
17372,17373,Williamson_ether_synthesis,17815,"{16258, 17814}",CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1C,"{'CCC(C#N)C(=O)Nc1cccc(O)c1C', 'O=C(CCl)N1CCOCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f13d180>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaffd680>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaffd630>}",CCC(C#N)C(=O)Nc1cccc(O)c1C.O=C(CCl)N1CCOCC1>>CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1C,"{'CCC(C#N)C(=O)Nc1cccc(O)c1C', 'O=C(CCl)N1CCOCC1', 'CCC(C#N)C(=O)Nc1cccc(OCC(=O)N2CCOCC2)c1C'}"
17375,17376,Amidation,17818,"{17521, 222}",Cc1c(O)cccc1NC(=O)C(C)(C)C#N,"{'Cc1c(N)cccc1O', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f13d270>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaffd810>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaffd860>}",Cc1c(N)cccc1O.CC(C)(C#N)C(=O)O>>Cc1c(O)cccc1NC(=O)C(C)(C)C#N,"{'Cc1c(N)cccc1O', 'Cc1c(O)cccc1NC(=O)C(C)(C)C#N', 'CC(C)(C#N)C(=O)O'}"
17376,17377,Williamson_ether_synthesis,17819,"{16258, 17818}",Cc1c(NC(=O)C(C)(C)C#N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1c(O)cccc1NC(=O)C(C)(C)C#N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f1f13d2c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6edaffd900>, <rdkit.Chem.rdchem.Mol object at 0x7f6edaffd8b0>}",O=C(CCl)N1CCOCC1.Cc1c(O)cccc1NC(=O)C(C)(C)C#N>>Cc1c(NC(=O)C(C)(C)C#N)cccc1OCC(=O)N1CCOCC1,"{'O=C(CCl)N1CCOCC1', 'Cc1c(NC(=O)C(C)(C)C#N)cccc1OCC(=O)N1CCOCC1', 'Cc1c(O)cccc1NC(=O)C(C)(C)C#N'}"
