,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
52271,52272,Williamson_ether_synthesis,53101,"{25594, 48571}",CSCC(=O)N(C)c1cccc(OCC(=O)N2CCCCC2C)c1,"{'CC1CCCCN1C(=O)CCl', 'CSCC(=O)N(C)c1cccc(O)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e10d130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0814630>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb08145e0>}",CC1CCCCN1C(=O)CCl.CSCC(=O)N(C)c1cccc(O)c1>>CSCC(=O)N(C)c1cccc(OCC(=O)N2CCCCC2C)c1,"{'CC1CCCCN1C(=O)CCl', 'CSCC(=O)N(C)c1cccc(O)c1', 'CSCC(=O)N(C)c1cccc(OCC(=O)N2CCCCC2C)c1'}"
52297,52298,Williamson_ether_synthesis,53126,"{24769, 35740}",Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,"{'CN(C)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e10d950>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb081d680>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb081d630>}",CN(C)C(=O)CCl.Cc1ccc(NC(=O)CO)cc1O>>Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O,"{'Cc1ccc(NC(=O)COCC(=O)N(C)C)cc1O', 'CN(C)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}"
52332,52333,Williamson_ether_synthesis,53158,"{24769, 36342}",COc1cc(NC(=O)COCC(=O)N(C)C)ccc1C,"{'CN(C)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e1134a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb08279a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb08279f0>}",CN(C)C(=O)CCl.COc1cc(NC(=O)CO)ccc1C>>COc1cc(NC(=O)COCC(=O)N(C)C)ccc1C,"{'CN(C)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C', 'COc1cc(NC(=O)COCC(=O)N(C)C)ccc1C'}"
52334,52335,Williamson_ether_synthesis,53160,"{35740, 24782}",Cc1ccc(NC(=O)COCC(=O)N2CCC2)cc1O,"{'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113540>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827b30>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827ae0>}",Cc1ccc(NC(=O)CO)cc1O.O=C(CCl)N1CCC1>>Cc1ccc(NC(=O)COCC(=O)N2CCC2)cc1O,"{'Cc1ccc(NC(=O)COCC(=O)N2CCC2)cc1O', 'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCC1'}"
52335,52336,Williamson_ether_synthesis,53161,"{35740, 24782}",Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCC1,"{'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113590>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827b80>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827bd0>}",Cc1ccc(NC(=O)CO)cc1O.O=C(CCl)N1CCC1>>Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCC1,"{'Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCC1', 'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCC1'}"
52336,52337,Williamson_ether_synthesis,53162,"{24784, 35740}",Cc1ccc(NC(=O)CO)cc1OC(C)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e1135e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827c20>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827c70>}",CC(Cl)C(=O)N(C)C.Cc1ccc(NC(=O)CO)cc1O>>Cc1ccc(NC(=O)CO)cc1OC(C)C(=O)N(C)C,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(NC(=O)CO)cc1O', 'Cc1ccc(NC(=O)CO)cc1OC(C)C(=O)N(C)C'}"
52337,52338,Williamson_ether_synthesis,53163,"{24778, 35740}",CCN(C)C(=O)COc1cc(NC(=O)CO)ccc1C,"{'CCN(C)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827d10>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827cc0>}",CCN(C)C(=O)CCl.Cc1ccc(NC(=O)CO)cc1O>>CCN(C)C(=O)COc1cc(NC(=O)CO)ccc1C,"{'CCN(C)C(=O)CCl', 'CCN(C)C(=O)COc1cc(NC(=O)CO)ccc1C', 'Cc1ccc(NC(=O)CO)cc1O'}"
52338,52339,Williamson_ether_synthesis,53164,"{24778, 35740}",CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(O)c1,"{'CCN(C)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113680>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827d60>}",CCN(C)C(=O)CCl.Cc1ccc(NC(=O)CO)cc1O>>CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(O)c1,"{'CCN(C)C(=O)CCl', 'CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(O)c1', 'Cc1ccc(NC(=O)CO)cc1O'}"
52339,52340,Williamson_ether_synthesis,53165,"{24784, 35740}",Cc1ccc(NC(=O)COC(C)C(=O)N(C)C)cc1O,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e1136d0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0827e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0827e50>}",CC(Cl)C(=O)N(C)C.Cc1ccc(NC(=O)CO)cc1O>>Cc1ccc(NC(=O)COC(C)C(=O)N(C)C)cc1O,"{'CC(Cl)C(=O)N(C)C', 'Cc1ccc(NC(=O)COC(C)C(=O)N(C)C)cc1O', 'Cc1ccc(NC(=O)CO)cc1O'}"
52358,52359,Williamson_ether_synthesis,53185,"{24782, 36342}",COc1cc(NC(=O)COCC(=O)N2CCC2)ccc1C,"{'COc1cc(NC(=O)CO)ccc1C', 'O=C(CCl)N1CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113cc0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb082f9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb082f950>}",COc1cc(NC(=O)CO)ccc1C.O=C(CCl)N1CCC1>>COc1cc(NC(=O)COCC(=O)N2CCC2)ccc1C,"{'COc1cc(NC(=O)CO)ccc1C', 'O=C(CCl)N1CCC1', 'COc1cc(NC(=O)COCC(=O)N2CCC2)ccc1C'}"
52363,52364,Williamson_ether_synthesis,53190,"{35740, 24853}",Cc1ccc(NC(=O)COCC(=O)N2CCCC2)cc1O,"{'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113e50>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb082fcc0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb082fc70>}",Cc1ccc(NC(=O)CO)cc1O.O=C(CCl)N1CCCC1>>Cc1ccc(NC(=O)COCC(=O)N2CCCC2)cc1O,"{'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCCC1', 'Cc1ccc(NC(=O)COCC(=O)N2CCCC2)cc1O'}"
52364,52365,Williamson_ether_synthesis,53191,"{24786, 35740}",Cc1ccc(NC(=O)COCC(=O)N(C)C(C)C)cc1O,"{'Cc1ccc(NC(=O)CO)cc1O', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e113ea0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb082fd10>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb082fd60>}",Cc1ccc(NC(=O)CO)cc1O.CC(C)N(C)C(=O)CCl>>Cc1ccc(NC(=O)COCC(=O)N(C)C(C)C)cc1O,"{'Cc1ccc(NC(=O)CO)cc1O', 'CC(C)N(C)C(=O)CCl', 'Cc1ccc(NC(=O)COCC(=O)N(C)C(C)C)cc1O'}"
52384,52385,Williamson_ether_synthesis,53212,"{35740, 24831}",CCN(CC)C(=O)COc1cc(NC(=O)CO)ccc1C,"{'CCN(CC)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e099540>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0837900>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb08378b0>}",CCN(CC)C(=O)CCl.Cc1ccc(NC(=O)CO)cc1O>>CCN(CC)C(=O)COc1cc(NC(=O)CO)ccc1C,"{'CCN(CC)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O', 'CCN(CC)C(=O)COc1cc(NC(=O)CO)ccc1C'}"
52385,52386,Williamson_ether_synthesis,53213,"{35740, 24831}",CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(O)c1,"{'CCN(CC)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e099590>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb08379a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0837950>}",CCN(CC)C(=O)CCl.Cc1ccc(NC(=O)CO)cc1O>>CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(O)c1,"{'CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(O)c1', 'CCN(CC)C(=O)CCl', 'Cc1ccc(NC(=O)CO)cc1O'}"
52386,52387,Williamson_ether_synthesis,53214,"{35740, 24853}",Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCCC1,"{'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e0995e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0837a40>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb08379f0>}",Cc1ccc(NC(=O)CO)cc1O.O=C(CCl)N1CCCC1>>Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCCC1,"{'Cc1ccc(NC(=O)CO)cc1OCC(=O)N1CCCC1', 'Cc1ccc(NC(=O)CO)cc1O', 'O=C(CCl)N1CCCC1'}"
52387,52388,Williamson_ether_synthesis,53215,"{24784, 36342}",COc1cc(NC(=O)COC(C)C(=O)N(C)C)ccc1C,"{'CC(Cl)C(=O)N(C)C', 'COc1cc(NC(=O)CO)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e099630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0837a90>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0837ae0>}",CC(Cl)C(=O)N(C)C.COc1cc(NC(=O)CO)ccc1C>>COc1cc(NC(=O)COC(C)C(=O)N(C)C)ccc1C,"{'CC(Cl)C(=O)N(C)C', 'COc1cc(NC(=O)COC(C)C(=O)N(C)C)ccc1C', 'COc1cc(NC(=O)CO)ccc1C'}"
52388,52389,Williamson_ether_synthesis,53216,"{24778, 36342}",CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1,"{'CCN(C)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e099680>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb0837b80>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb0837b30>}",CCN(C)C(=O)CCl.COc1cc(NC(=O)CO)ccc1C>>CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1,"{'CCN(C)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C', 'CCN(C)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1'}"
52451,52452,Williamson_ether_synthesis,53282,"{24786, 35740}",Cc1ccc(NC(=O)CO)cc1OCC(=O)N(C)C(C)C,"{'Cc1ccc(NC(=O)CO)cc1O', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e09ea90>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eb07d2180>, <rdkit.Chem.rdchem.Mol object at 0x7f6eb07d21d0>}",Cc1ccc(NC(=O)CO)cc1O.CC(C)N(C)C(=O)CCl>>Cc1ccc(NC(=O)CO)cc1OCC(=O)N(C)C(C)C,"{'Cc1ccc(NC(=O)CO)cc1OCC(=O)N(C)C(C)C', 'Cc1ccc(NC(=O)CO)cc1O', 'CC(C)N(C)C(=O)CCl'}"
52719,52720,Williamson_ether_synthesis,53574,"{36342, 24831}",CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1,"{'CCN(CC)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e0be090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ea87a7590>, <rdkit.Chem.rdchem.Mol object at 0x7f6ea87a7540>}",CCN(CC)C(=O)CCl.COc1cc(NC(=O)CO)ccc1C>>CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1,"{'CCN(CC)C(=O)COCC(=O)Nc1ccc(C)c(OC)c1', 'CCN(CC)C(=O)CCl', 'COc1cc(NC(=O)CO)ccc1C'}"
52721,52722,Williamson_ether_synthesis,53576,"{24786, 36342}",COc1cc(NC(=O)COCC(=O)N(C)C(C)C)ccc1C,"{'COc1cc(NC(=O)CO)ccc1C', 'CC(C)N(C)C(=O)CCl'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f0e0be130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ea87a7680>, <rdkit.Chem.rdchem.Mol object at 0x7f6ea87a76d0>}",COc1cc(NC(=O)CO)ccc1C.CC(C)N(C)C(=O)CCl>>COc1cc(NC(=O)COCC(=O)N(C)C(C)C)ccc1C,"{'COc1cc(NC(=O)COCC(=O)N(C)C(C)C)ccc1C', 'COc1cc(NC(=O)CO)ccc1C', 'CC(C)N(C)C(=O)CCl'}"
